ID,추석까지 남은 기간(주),쇼핑몰 구분,가격(원),프로모션 여부,도시 유형,지역 유형,쇼핑몰 유형,선물 유형,수요량
TRAIN_2527,0,쇼핑몰 58,66000,0,도시 16,지역 1,쇼핑몰 유형 1,특선스팸선물세트,377
TRAIN_2528,1,쇼핑몰 46,207000,0,도시 16,지역 3,쇼핑몰 유형 1,건강가득버섯선물세트,27
TRAIN_2529,2,쇼핑몰 8,183000,0,도시 8,지역 1,쇼핑몰 유형 3,한과종합선물세트,28
TRAIN_2530,1,쇼핑몰 71,283000,0,도시 16,지역 3,쇼핑몰 유형 1,영광굴비선물세트,67
TRAIN_2531,1,쇼핑몰 26,113000,0,도시 6,지역 1,쇼핑몰 유형 1,유기농올리브유선물세트,1149
TRAIN_2532,2,쇼핑몰 12,42000,0,도시 11,지역 3,쇼핑몰 유형 2,특선스팸선물세트,40
TRAIN_2533,1,쇼핑몰 29,136000,0,도시 24,지역 1,쇼핑몰 유형 3,상주반건시곶감선물세트,176
TRAIN_2534,2,쇼핑몰 30,306000,0,도시 5,지역 4,쇼핑몰 유형 2,자연산생송이버섯선물세트,14
TRAIN_2535,1,쇼핑몰 8,66000,0,도시 8,지역 1,쇼핑몰 유형 3,행복스팸선물세트,1363
TRAIN_2536,1,쇼핑몰 44,230000,0,도시 16,지역 3,쇼핑몰 유형 2,유기농과일선물세트,15
TRAIN_2537,1,쇼핑몰 66,145000,0,도시 16,지역 1,쇼핑몰 유형 2,감동스팸선물세트,26
TRAIN_2538,1,쇼핑몰 15,136000,0,도시 6,지역 1,쇼핑몰 유형 2,재래김특선세트,54
TRAIN_2539,2,쇼핑몰 24,85000,0,도시 21,지역 1,쇼핑몰 유형 1,알찬스팸선물세트,269
TRAIN_2540,1,쇼핑몰 75,131000,0,도시 16,지역 4,쇼핑몰 유형 3,고당도샤인머스캣선물세트,433
TRAIN_2541,0,쇼핑몰 34,138000,0,도시 16,지역 7,쇼핑몰 유형 1,자연산새우선물세트,755
TRAIN_2542,2,쇼핑몰 28,142000,0,도시 23,지역 1,쇼핑몰 유형 1,프리미엄왕곶감선물세트,406
TRAIN_2543,0,쇼핑몰 45,221000,1,도시 14,지역 4,쇼핑몰 유형 1,유기농송이버섯선물세트,377
TRAIN_2544,2,쇼핑몰 69,132000,0,도시 5,지역 4,쇼핑몰 유형 2,명품반건시곶감선물세트,1162
TRAIN_2545,2,쇼핑몰 56,69000,0,도시 16,지역 4,쇼핑몰 유형 1,특선스페셜스팸선물세트,15
TRAIN_2546,0,쇼핑몰 62,207000,0,도시 16,지역 3,쇼핑몰 유형 3,자연산프리미엄버섯선물세트,14
TRAIN_2547,2,쇼핑몰 16,131000,0,도시 14,지역 4,쇼핑몰 유형 3,명품맛김선물세트,121
TRAIN_2548,2,쇼핑몰 7,225000,0,도시 7,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,67
TRAIN_2549,1,쇼핑몰 63,146000,0,도시 16,지역 3,쇼핑몰 유형 2,명품반건시곶감선물세트,878
TRAIN_2550,0,쇼핑몰 65,167000,0,도시 16,지역 2,쇼핑몰 유형 2,프리미엄종합스팸선물세트,310
TRAIN_2551,1,쇼핑몰 26,164000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄특선스팸선물세트,202
TRAIN_2552,0,쇼핑몰 21,151000,0,도시 19,지역 4,쇼핑몰 유형 1,최고의선택스팸선물세트,176
TRAIN_2553,0,쇼핑몰 26,220000,1,도시 6,지역 1,쇼핑몰 유형 1,최고급송이버섯선물세트,1255
TRAIN_2554,1,쇼핑몰 39,143000,0,도시 24,지역 1,쇼핑몰 유형 1,명품반건시곶감선물세트,310
TRAIN_2555,0,쇼핑몰 67,231000,0,도시 6,지역 1,쇼핑몰 유형 1,유기농과일선물세트,68
TRAIN_2556,2,쇼핑몰 62,113000,0,도시 16,지역 3,쇼핑몰 유형 3,고당도샤인머스캣선물세트,743
TRAIN_2557,2,쇼핑몰 1,68000,0,도시 1,지역 1,쇼핑몰 유형 2,특선스팸선물세트,15
TRAIN_2558,0,쇼핑몰 24,72000,0,도시 21,지역 1,쇼핑몰 유형 1,프리미엄견과선물세트,134
TRAIN_2559,1,쇼핑몰 27,116000,0,도시 5,지역 4,쇼핑몰 유형 2,자연산새우선물세트,472
TRAIN_2560,0,쇼핑몰 38,225000,0,도시 16,지역 1,쇼핑몰 유형 2,고급한과선물세트,41
TRAIN_2561,0,쇼핑몰 16,83000,0,도시 14,지역 4,쇼핑몰 유형 3,특별한선택스팸선물세트,190
TRAIN_2562,0,쇼핑몰 57,146000,0,도시 6,지역 1,쇼핑몰 유형 2,자연산새우선물세트,163
TRAIN_2563,2,쇼핑몰 44,112000,0,도시 16,지역 3,쇼핑몰 유형 2,스페셜올리브유선물세트,14
TRAIN_2564,0,쇼핑몰 13,224000,0,도시 12,지역 3,쇼핑몰 유형 1,프리미엄한과선물세트,54
TRAIN_2565,2,쇼핑몰 9,306000,0,도시 9,지역 4,쇼핑몰 유형 1,자연산생송이버섯선물세트,163
TRAIN_2566,1,쇼핑몰 16,283000,0,도시 14,지역 4,쇼핑몰 유형 3,영광굴비선물세트,123
TRAIN_2567,0,쇼핑몰 73,140000,0,도시 16,지역 8,쇼핑몰 유형 1,손질새우선물세트,406
TRAIN_2568,2,쇼핑몰 17,108000,0,도시 15,지역 3,쇼핑몰 유형 1,특별한선택스팸선물세트,474
TRAIN_2569,0,쇼핑몰 25,339000,0,도시 22,지역 4,쇼핑몰 유형 3,명품한우선물세트,68
TRAIN_2570,2,쇼핑몰 41,230000,0,도시 16,지역 4,쇼핑몰 유형 2,유기농과일선물세트,28
TRAIN_2571,1,쇼핑몰 60,113000,0,도시 16,지역 1,쇼핑몰 유형 1,건강가득홍삼선물세트,28
TRAIN_2572,1,쇼핑몰 64,212000,0,도시 6,지역 1,쇼핑몰 유형 3,종합과일선물세트,94
TRAIN_2573,0,쇼핑몰 18,226000,1,도시 16,지역 5,쇼핑몰 유형 1,최고급송이버섯선물세트,231
TRAIN_2574,2,쇼핑몰 12,82000,0,도시 11,지역 3,쇼핑몰 유형 2,알찬스팸선물세트,40
TRAIN_2575,0,쇼핑몰 67,221000,0,도시 6,지역 1,쇼핑몰 유형 1,블랙타이거새우선물세트,985
TRAIN_2576,0,쇼핑몰 15,88000,0,도시 6,지역 1,쇼핑몰 유형 2,건강담은견과류선물세트,69
TRAIN_2577,2,쇼핑몰 28,68000,0,도시 23,지역 1,쇼핑몰 유형 1,특선스팸선물세트,189
TRAIN_2578,1,쇼핑몰 58,223000,1,도시 16,지역 1,쇼핑몰 유형 1,최고급송이버섯선물세트,1295
TRAIN_2579,1,쇼핑몰 59,163000,0,도시 2,지역 2,쇼핑몰 유형 1,프리미엄특선스팸선물세트,149
TRAIN_2580,1,쇼핑몰 29,278000,0,도시 24,지역 1,쇼핑몰 유형 3,보리굴비프리미엄선물세트,161
TRAIN_2581,0,쇼핑몰 16,230000,0,도시 14,지역 4,쇼핑몰 유형 3,유기농과일선물세트,13
TRAIN_2582,0,쇼핑몰 32,230000,0,도시 16,지역 1,쇼핑몰 유형 1,유기농과일선물세트,26
TRAIN_2583,1,쇼핑몰 68,277000,0,도시 16,지역 4,쇼핑몰 유형 1,명품굴비선물세트,108
TRAIN_2584,1,쇼핑몰 66,221000,0,도시 16,지역 1,쇼핑몰 유형 2,블랙타이거새우선물세트,581
TRAIN_2585,1,쇼핑몰 28,221000,1,도시 23,지역 1,쇼핑몰 유형 1,유기농송이버섯선물세트,582
TRAIN_2586,2,쇼핑몰 21,339000,0,도시 19,지역 4,쇼핑몰 유형 1,명품한우선물세트,67
TRAIN_2587,1,쇼핑몰 53,111000,0,도시 16,지역 1,쇼핑몰 유형 3,특별한선택스팸선물세트,1160
TRAIN_2588,0,쇼핑몰 9,215000,0,도시 9,지역 4,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,54
TRAIN_2589,0,쇼핑몰 45,153000,0,도시 14,지역 4,쇼핑몰 유형 1,최고의선택스팸선물세트,163
TRAIN_2590,2,쇼핑몰 64,142000,0,도시 6,지역 1,쇼핑몰 유형 3,프리미엄왕곶감선물세트,905
TRAIN_2591,0,쇼핑몰 15,165000,0,도시 6,지역 1,쇼핑몰 유형 2,프리미엄특선스팸선물세트,296
TRAIN_2592,1,쇼핑몰 58,74000,0,도시 16,지역 1,쇼핑몰 유형 1,최적의선택스팸선물세트,797
TRAIN_2593,2,쇼핑몰 59,230000,0,도시 2,지역 2,쇼핑몰 유형 1,유기농과일선물세트,13
TRAIN_2594,1,쇼핑몰 35,70000,0,도시 16,지역 4,쇼핑몰 유형 1,스팸안심특선,15
TRAIN_2595,2,쇼핑몰 75,81000,0,도시 16,지역 4,쇼핑몰 유형 3,알찬스팸선물세트,107
TRAIN_2596,0,쇼핑몰 33,200000,0,도시 16,지역 2,쇼핑몰 유형 1,건강가득버섯선물세트,69
TRAIN_2597,0,쇼핑몰 37,145000,0,도시 16,지역 3,쇼핑몰 유형 1,명품반건시곶감선물세트,270
TRAIN_2598,2,쇼핑몰 10,150000,0,도시 10,지역 4,쇼핑몰 유형 1,프리미엄종합스팸선물세트,107
TRAIN_2599,2,쇼핑몰 44,110000,0,도시 16,지역 3,쇼핑몰 유형 2,고당도샤인머스캣선물세트,877
TRAIN_2600,0,쇼핑몰 76,112000,0,도시 16,지역 1,쇼핑몰 유형 1,발효홍삼선물세트,136
TRAIN_2601,0,쇼핑몰 15,221000,1,도시 6,지역 1,쇼핑몰 유형 2,유기농송이버섯선물세트,784
TRAIN_2602,0,쇼핑몰 18,278000,0,도시 16,지역 5,쇼핑몰 유형 1,보리굴비프리미엄선물세트,81
TRAIN_2603,0,쇼핑몰 67,136000,0,도시 6,지역 1,쇼핑몰 유형 1,상주반건시곶감선물세트,1041
TRAIN_2604,0,쇼핑몰 73,68000,0,도시 16,지역 8,쇼핑몰 유형 1,특선스팸선물세트,150
TRAIN_2605,2,쇼핑몰 33,113000,0,도시 16,지역 2,쇼핑몰 유형 1,명품샤인머스캣선물세트,1702
TRAIN_2606,2,쇼핑몰 72,67000,0,도시 21,지역 1,쇼핑몰 유형 1,행복스팸선물세트,621
TRAIN_2607,2,쇼핑몰 42,84000,0,도시 16,지역 4,쇼핑몰 유형 3,특별한선택스팸선물세트,81
TRAIN_2608,1,쇼핑몰 51,142000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄왕곶감선물세트,392
TRAIN_2609,2,쇼핑몰 77,152000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄고당도샤인머스캣선물세트,339
TRAIN_2610,1,쇼핑몰 27,132000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄왕곶감선물세트,553
TRAIN_2611,0,쇼핑몰 72,136000,0,도시 21,지역 1,쇼핑몰 유형 1,명품맛김선물세트,69
TRAIN_2612,1,쇼핑몰 3,277000,0,도시 3,지역 1,쇼핑몰 유형 1,보리굴비프리미엄선물세트,95
TRAIN_2613,0,쇼핑몰 66,278000,0,도시 16,지역 1,쇼핑몰 유형 2,보리굴비프리미엄선물세트,28
TRAIN_2614,1,쇼핑몰 13,112000,0,도시 12,지역 3,쇼핑몰 유형 1,프리미엄올리브유선물세트,40
TRAIN_2615,2,쇼핑몰 29,110000,0,도시 24,지역 1,쇼핑몰 유형 3,특별한선택스팸선물세트,554
TRAIN_2616,1,쇼핑몰 56,132000,0,도시 16,지역 4,쇼핑몰 유형 1,명품반건시곶감선물세트,459
TRAIN_2617,1,쇼핑몰 22,42000,0,도시 20,지역 4,쇼핑몰 유형 2,행복스팸선물세트,190
TRAIN_2618,1,쇼핑몰 54,130000,0,도시 16,지역 1,쇼핑몰 유형 1,상주반건시곶감선물세트,352
TRAIN_2619,0,쇼핑몰 66,167000,0,도시 16,지역 1,쇼핑몰 유형 2,프리미엄종합스팸선물세트,161
TRAIN_2620,2,쇼핑몰 73,144000,0,도시 16,지역 8,쇼핑몰 유형 1,감동스팸선물세트,95
TRAIN_2621,0,쇼핑몰 46,67000,0,도시 16,지역 3,쇼핑몰 유형 1,스팸안심특선,41
TRAIN_2622,1,쇼핑몰 26,67000,0,도시 6,지역 1,쇼핑몰 유형 1,행복스팸선물세트,1175
TRAIN_2623,2,쇼핑몰 77,206000,0,도시 16,지역 3,쇼핑몰 유형 1,건강가득버섯선물세트,68
TRAIN_2624,2,쇼핑몰 35,41000,0,도시 16,지역 4,쇼핑몰 유형 1,실속스팸선물세트,446
TRAIN_2625,0,쇼핑몰 7,112000,0,도시 7,지역 1,쇼핑몰 유형 1,프리미엄올리브유선물세트,108
TRAIN_2626,1,쇼핑몰 43,225000,0,도시 5,지역 4,쇼핑몰 유형 1,고급한과선물세트,96
TRAIN_2627,2,쇼핑몰 16,339000,0,도시 14,지역 4,쇼핑몰 유형 3,명품한우선물세트,41
TRAIN_2628,2,쇼핑몰 15,320000,0,도시 6,지역 1,쇼핑몰 유형 2,명품한우선물세트,41
TRAIN_2629,1,쇼핑몰 15,152000,0,도시 6,지역 1,쇼핑몰 유형 2,프리미엄고당도샤인머스캣선물세트,513
TRAIN_2630,1,쇼핑몰 20,73000,0,도시 18,지역 6,쇼핑몰 유형 1,실속형견과류선물세트,28
TRAIN_2631,1,쇼핑몰 2,136000,0,도시 2,지역 2,쇼핑몰 유형 3,명품맛김선물세트,136
TRAIN_2632,1,쇼핑몰 60,197000,0,도시 16,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,13
TRAIN_2633,2,쇼핑몰 65,334000,0,도시 16,지역 2,쇼핑몰 유형 2,최고급송이버섯선물세트,108
TRAIN_2634,2,쇼핑몰 40,112000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄올리브유선물세트,13
TRAIN_2635,0,쇼핑몰 47,113000,0,도시 1,지역 1,쇼핑몰 유형 1,건강가득홍삼선물세트,14
TRAIN_2636,2,쇼핑몰 32,113000,0,도시 16,지역 1,쇼핑몰 유형 1,유기농올리브유선물세트,53
TRAIN_2637,0,쇼핑몰 77,148000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄종합스팸선물세트,163
TRAIN_2638,1,쇼핑몰 21,278000,0,도시 19,지역 4,쇼핑몰 유형 1,영광굴비선물세트,148
TRAIN_2639,2,쇼핑몰 28,83000,0,도시 23,지역 1,쇼핑몰 유형 1,최적의선택스팸선물세트,636
TRAIN_2640,1,쇼핑몰 3,113000,0,도시 3,지역 1,쇼핑몰 유형 1,유기농올리브유선물세트,647
TRAIN_2641,0,쇼핑몰 54,212000,0,도시 16,지역 1,쇼핑몰 유형 1,명절혼합과일선물세트,28
TRAIN_2642,2,쇼핑몰 70,64000,0,도시 16,지역 3,쇼핑몰 유형 1,특선스페셜스팸선물세트,42
TRAIN_2643,0,쇼핑몰 62,225000,0,도시 16,지역 3,쇼핑몰 유형 3,고급한과선물세트,42
TRAIN_2644,2,쇼핑몰 54,278000,0,도시 16,지역 1,쇼핑몰 유형 1,보리굴비프리미엄선물세트,80
TRAIN_2645,2,쇼핑몰 20,151000,0,도시 18,지역 6,쇼핑몰 유형 1,최고의선택스팸선물세트,878
TRAIN_2646,0,쇼핑몰 14,143000,0,도시 13,지역 1,쇼핑몰 유형 1,명품반건시곶감선물세트,364
TRAIN_2647,1,쇼핑몰 58,320000,0,도시 16,지역 1,쇼핑몰 유형 1,1++등급한우선물세트,41
TRAIN_2648,2,쇼핑몰 61,114000,0,도시 5,지역 4,쇼핑몰 유형 1,자연산새우선물세트,917
TRAIN_2649,1,쇼핑몰 21,112000,0,도시 19,지역 4,쇼핑몰 유형 1,프리미엄올리브유선물세트,190
TRAIN_2650,1,쇼핑몰 71,224000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄한과선물세트,122
TRAIN_2651,1,쇼핑몰 8,211000,0,도시 8,지역 1,쇼핑몰 유형 3,종합과일선물세트,15
TRAIN_2652,0,쇼핑몰 54,69000,0,도시 16,지역 1,쇼핑몰 유형 1,스팸안심특선,229
TRAIN_2653,0,쇼핑몰 65,221000,0,도시 16,지역 2,쇼핑몰 유형 2,블랙타이거새우선물세트,486
TRAIN_2654,2,쇼핑몰 61,191000,0,도시 5,지역 4,쇼핑몰 유형 1,건강가득버섯선물세트,42
TRAIN_2655,1,쇼핑몰 67,67000,0,도시 6,지역 1,쇼핑몰 유형 1,실속스팸선물세트,2510
TRAIN_2656,2,쇼핑몰 47,148000,0,도시 1,지역 1,쇼핑몰 유형 1,프리미엄특선스팸선물세트,527
TRAIN_2657,0,쇼핑몰 68,147000,0,도시 16,지역 4,쇼핑몰 유형 1,프리미엄특선스팸선물세트,134
TRAIN_2658,2,쇼핑몰 68,42000,0,도시 16,지역 4,쇼핑몰 유형 1,실속스팸선물세트,635
TRAIN_2659,2,쇼핑몰 53,150000,0,도시 16,지역 1,쇼핑몰 유형 3,프리미엄종합스팸선물세트,581
TRAIN_2660,1,쇼핑몰 24,278000,0,도시 21,지역 1,쇼핑몰 유형 1,영광굴비선물세트,163
TRAIN_2661,0,쇼핑몰 67,329000,0,도시 6,지역 1,쇼핑몰 유형 1,명품한우선물세트,40
TRAIN_2662,0,쇼핑몰 44,211000,0,도시 16,지역 3,쇼핑몰 유형 2,블랙타이거새우선물세트,135
TRAIN_2663,0,쇼핑몰 2,223000,1,도시 2,지역 2,쇼핑몰 유형 3,자연산생송이버섯선물세트,566
TRAIN_2664,2,쇼핑몰 64,66000,0,도시 6,지역 1,쇼핑몰 유형 3,실속스팸선물세트,431
TRAIN_2665,1,쇼핑몰 37,211000,0,도시 16,지역 3,쇼핑몰 유형 1,종합과일선물세트,13
TRAIN_2666,2,쇼핑몰 26,278000,0,도시 6,지역 1,쇼핑몰 유형 1,영광굴비선물세트,216
TRAIN_2667,1,쇼핑몰 54,140000,0,도시 16,지역 1,쇼핑몰 유형 1,손질새우선물세트,864
TRAIN_2668,0,쇼핑몰 50,225000,0,도시 16,지역 3,쇼핑몰 유형 1,고급한과선물세트,13
TRAIN_2669,1,쇼핑몰 27,113000,1,도시 5,지역 4,쇼핑몰 유형 2,알찬표고버섯3종세트,13
TRAIN_2670,0,쇼핑몰 49,40000,0,도시 16,지역 3,쇼핑몰 유형 2,행복스팸선물세트,175
TRAIN_2671,0,쇼핑몰 26,225000,0,도시 6,지역 1,쇼핑몰 유형 1,프리미엄한과선물세트,161
TRAIN_2672,1,쇼핑몰 72,113000,1,도시 21,지역 1,쇼핑몰 유형 1,알찬표고버섯3종세트,190
TRAIN_2673,1,쇼핑몰 58,77000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄견과선물세트,204
TRAIN_2674,0,쇼핑몰 73,64000,0,도시 16,지역 8,쇼핑몰 유형 1,실속형견과류선물세트,122
TRAIN_2675,2,쇼핑몰 68,225000,0,도시 16,지역 4,쇼핑몰 유형 1,프리미엄한과선물세트,80
TRAIN_2676,0,쇼핑몰 69,132000,0,도시 5,지역 4,쇼핑몰 유형 2,명품반건시곶감선물세트,1039
TRAIN_2677,2,쇼핑몰 37,278000,0,도시 16,지역 3,쇼핑몰 유형 1,명품굴비선물세트,108
TRAIN_2678,1,쇼핑몰 27,112000,0,도시 5,지역 4,쇼핑몰 유형 2,스페셜올리브유선물세트,27
TRAIN_2679,2,쇼핑몰 1,83000,0,도시 1,지역 1,쇼핑몰 유형 2,최적의선택스팸선물세트,285
TRAIN_2680,0,쇼핑몰 29,225000,0,도시 24,지역 1,쇼핑몰 유형 3,프리미엄한과선물세트,69
TRAIN_2681,1,쇼핑몰 67,197000,0,도시 6,지역 1,쇼핑몰 유형 1,건강가득버섯선물세트,136
TRAIN_2682,2,쇼핑몰 33,112000,0,도시 16,지역 2,쇼핑몰 유형 1,고당도샤인머스캣선물세트,1917
TRAIN_2683,2,쇼핑몰 29,70000,0,도시 24,지역 1,쇼핑몰 유형 3,프리미엄견과선물세트,95
TRAIN_2684,2,쇼핑몰 69,150000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄종합스팸선물세트,177
TRAIN_2685,2,쇼핑몰 18,42000,0,도시 16,지역 5,쇼핑몰 유형 1,실속스팸선물세트,188
TRAIN_2686,1,쇼핑몰 11,153000,0,도시 5,지역 4,쇼핑몰 유형 3,프리미엄종합스팸선물세트,15
TRAIN_2687,0,쇼핑몰 40,54000,0,도시 6,지역 1,쇼핑몰 유형 1,실속형견과류선물세트,176
TRAIN_2688,2,쇼핑몰 56,192000,0,도시 16,지역 4,쇼핑몰 유형 1,건강가득버섯선물세트,40
TRAIN_2689,0,쇼핑몰 47,105000,1,도시 1,지역 1,쇼핑몰 유형 1,알찬표고버섯3종세트,82
TRAIN_2690,1,쇼핑몰 74,112000,1,도시 16,지역 2,쇼핑몰 유형 2,알찬표고버섯3종세트,13
TRAIN_2691,1,쇼핑몰 46,108000,0,도시 16,지역 3,쇼핑몰 유형 1,특별한선택스팸선물세트,297
TRAIN_2692,0,쇼핑몰 25,136000,0,도시 22,지역 4,쇼핑몰 유형 3,고당도샤인머스캣선물세트,256
TRAIN_2693,0,쇼핑몰 2,330000,0,도시 2,지역 2,쇼핑몰 유형 3,1++등급한우선물세트,14
TRAIN_2694,0,쇼핑몰 29,329000,0,도시 24,지역 1,쇼핑몰 유형 3,1++등급한우선물세트,15
TRAIN_2695,1,쇼핑몰 69,81000,0,도시 5,지역 4,쇼핑몰 유형 2,특별한선택스팸선물세트,296
TRAIN_2696,1,쇼핑몰 15,169000,0,도시 6,지역 1,쇼핑몰 유형 2,최고의선택스팸선물세트,109
TRAIN_2697,2,쇼핑몰 60,334000,0,도시 16,지역 1,쇼핑몰 유형 1,유기농송이버섯선물세트,68
TRAIN_2698,2,쇼핑몰 66,123000,1,도시 16,지역 1,쇼핑몰 유형 2,블랙타이거새우선물세트,1824
TRAIN_2699,0,쇼핑몰 39,212000,0,도시 24,지역 1,쇼핑몰 유형 1,명절혼합과일선물세트,13
TRAIN_2700,0,쇼핑몰 46,71000,1,도시 16,지역 3,쇼핑몰 유형 1,최적의선택스팸선물세트,366
TRAIN_2701,1,쇼핑몰 66,133000,0,도시 16,지역 1,쇼핑몰 유형 2,상주반건시곶감선물세트,608
TRAIN_2702,1,쇼핑몰 15,69000,0,도시 6,지역 1,쇼핑몰 유형 2,특선스페셜스팸선물세트,53
TRAIN_2703,2,쇼핑몰 72,321000,0,도시 21,지역 1,쇼핑몰 유형 1,명품한우선물세트,82
TRAIN_2704,2,쇼핑몰 19,278000,0,도시 17,지역 1,쇼핑몰 유형 3,보리굴비프리미엄선물세트,149
TRAIN_2705,1,쇼핑몰 44,211000,0,도시 16,지역 3,쇼핑몰 유형 2,종합과일선물세트,14
TRAIN_2706,0,쇼핑몰 76,113000,0,도시 16,지역 1,쇼핑몰 유형 1,건강가득홍삼선물세트,26
TRAIN_2707,1,쇼핑몰 57,142000,0,도시 6,지역 1,쇼핑몰 유형 2,명품반건시곶감선물세트,163
TRAIN_2708,2,쇼핑몰 16,241000,0,도시 14,지역 4,쇼핑몰 유형 3,자연산프리미엄버섯선물세트,80
TRAIN_2709,2,쇼핑몰 65,151000,0,도시 16,지역 2,쇼핑몰 유형 2,프리미엄종합스팸선물세트,472
TRAIN_2710,1,쇼핑몰 62,220000,1,도시 16,지역 3,쇼핑몰 유형 3,유기농송이버섯선물세트,215
TRAIN_2711,2,쇼핑몰 59,148000,0,도시 2,지역 2,쇼핑몰 유형 1,프리미엄특선스팸선물세트,189
TRAIN_2712,1,쇼핑몰 58,111000,0,도시 16,지역 1,쇼핑몰 유형 1,특별한선택스팸선물세트,770
TRAIN_2713,1,쇼핑몰 40,207000,0,도시 6,지역 1,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,94
TRAIN_2714,0,쇼핑몰 76,171000,0,도시 16,지역 1,쇼핑몰 유형 1,프리미엄특선스팸선물세트,204
TRAIN_2715,1,쇼핑몰 37,206000,0,도시 16,지역 3,쇼핑몰 유형 1,건강가득버섯선물세트,14
TRAIN_2716,1,쇼핑몰 9,113000,0,도시 9,지역 4,쇼핑몰 유형 1,유기농올리브유선물세트,53
TRAIN_2717,1,쇼핑몰 10,41000,0,도시 10,지역 4,쇼핑몰 유형 1,특선스팸선물세트,80
TRAIN_2718,2,쇼핑몰 56,144000,0,도시 16,지역 4,쇼핑몰 유형 1,프리미엄특선스팸선물세트,123
TRAIN_2719,2,쇼핑몰 11,41000,0,도시 5,지역 4,쇼핑몰 유형 3,실속스팸선물세트,190
TRAIN_2720,2,쇼핑몰 57,136000,0,도시 6,지역 1,쇼핑몰 유형 2,상주반건시곶감선물세트,42
TRAIN_2721,2,쇼핑몰 58,120000,0,도시 16,지역 1,쇼핑몰 유형 1,실속형견과류선물세트,40
TRAIN_2722,0,쇼핑몰 38,224000,0,도시 16,지역 1,쇼핑몰 유형 2,프리미엄한과선물세트,40
TRAIN_2723,0,쇼핑몰 47,165000,0,도시 1,지역 1,쇼핑몰 유형 1,프리미엄특선스팸선물세트,420
TRAIN_2724,1,쇼핑몰 48,146000,0,도시 16,지역 3,쇼핑몰 유형 3,최고의선택스팸선물세트,54
TRAIN_2725,1,쇼핑몰 72,113000,0,도시 21,지역 1,쇼핑몰 유형 1,건강가득홍삼선물세트,81
TRAIN_2726,1,쇼핑몰 11,278000,0,도시 5,지역 4,쇼핑몰 유형 3,명품굴비선물세트,203
TRAIN_2727,2,쇼핑몰 43,132000,0,도시 5,지역 4,쇼핑몰 유형 1,명품반건시곶감선물세트,242
TRAIN_2728,0,쇼핑몰 61,40000,0,도시 5,지역 4,쇼핑몰 유형 1,특선스팸선물세트,80
TRAIN_2729,0,쇼핑몰 66,110000,0,도시 16,지역 1,쇼핑몰 유형 2,특별한선택스팸선물세트,540
TRAIN_2730,0,쇼핑몰 40,111000,0,도시 6,지역 1,쇼핑몰 유형 1,특별한선택스팸선물세트,539
TRAIN_2731,1,쇼핑몰 22,212000,0,도시 20,지역 4,쇼핑몰 유형 2,명절혼합과일선물세트,13
TRAIN_2732,0,쇼핑몰 13,136000,0,도시 12,지역 3,쇼핑몰 유형 1,상주반건시곶감선물세트,68
TRAIN_2733,0,쇼핑몰 17,132000,0,도시 15,지역 3,쇼핑몰 유형 1,두번구운돌김선물세트,67
TRAIN_2734,1,쇼핑몰 36,112000,0,도시 16,지역 3,쇼핑몰 유형 1,프리미엄올리브유선물세트,54
TRAIN_2735,2,쇼핑몰 36,79000,0,도시 16,지역 3,쇼핑몰 유형 1,최적의선택스팸선물세트,418
TRAIN_2736,1,쇼핑몰 70,41000,0,도시 16,지역 3,쇼핑몰 유형 1,행복스팸선물세트,1095
TRAIN_2737,1,쇼핑몰 45,119000,0,도시 14,지역 4,쇼핑몰 유형 1,고당도샤인머스캣선물세트,486
TRAIN_2738,1,쇼핑몰 35,340000,0,도시 16,지역 4,쇼핑몰 유형 1,1++등급한우선물세트,13
TRAIN_2739,0,쇼핑몰 6,330000,0,도시 6,지역 1,쇼핑몰 유형 3,프리미엄한우선물세트,134
TRAIN_2740,0,쇼핑몰 35,207000,0,도시 16,지역 4,쇼핑몰 유형 1,자연산프리미엄버섯선물세트,82
TRAIN_2741,1,쇼핑몰 59,320000,0,도시 2,지역 2,쇼핑몰 유형 1,프리미엄한우선물세트,26
TRAIN_2742,1,쇼핑몰 16,68000,0,도시 14,지역 4,쇼핑몰 유형 3,알찬스팸선물세트,177
TRAIN_2743,0,쇼핑몰 30,132000,0,도시 5,지역 4,쇼핑몰 유형 2,프리미엄왕곶감선물세트,608
TRAIN_2744,1,쇼핑몰 30,200000,0,도시 5,지역 4,쇼핑몰 유형 2,블랙타이거새우선물세트,122
TRAIN_2745,0,쇼핑몰 18,231000,0,도시 16,지역 5,쇼핑몰 유형 1,유기농과일선물세트,15
TRAIN_2746,1,쇼핑몰 32,339000,0,도시 16,지역 1,쇼핑몰 유형 1,명품한우선물세트,15
